Dataset,Number of Hyperboxes,Gamma Values,Accuracy,F1_Score,Time
haberman_sim2,2,0.0,0.7717391304347826,0.7109542003191953,0.03310036659240723
haberman_sim3,2,0.0,0.7391304347826086,0.7202898550724639,0.021434307098388672
haberman_sim4,8,0.0,0.6630434782608695,0.6652338229977982,0.036365509033203125
haberman_sim5,2,0.0,0.7282608695652174,0.6896494226520489,0.03598523139953613
haberman_sim6,4,0.0,0.6304347826086957,0.611844982941125,0.025202035903930664
haberman_sim7,2,0.0,0.717391304347826,0.6723955669224211,0.032737016677856445
haberman_sim8,4,0.0,0.6956521739130435,0.6471952259164535,0.02864551544189453
haberman_sim9,2,0.0,0.75,0.6530817610062893,0.027037620544433594
haberman_sim10,2,0.0,0.7282608695652174,0.698034325363518,0.04123187065124512
iris_sim1,4,0.0,1.0,1.0,0.01569342613220215
iris_sim2,2,0.0,0.9555555555555556,0.9555308367321717,0.01560831069946289
