Dataset,Number of Hyperboxes,Gamma Values,Accuracy,F1_Score,Time
spectf_sim3,16,N/A,0.6952380952380952,0.7102581573169808,9.963107347488403
spectf_sim4,16,N/A,0.7333333333333333,0.7473193473193473,10.409610509872437
spectf_sim5,16,N/A,0.7904761904761904,0.7985047540142817,10.50379490852356
spectf_sim6,16,N/A,0.7333333333333333,0.742087542087542,10.702816247940063
spectf_sim7,16,N/A,0.7619047619047619,0.7733321905904648,10.79723572731018
spectf_sim8,16,N/A,0.7523809523809524,0.7653679653679654,10.849934339523315
spectf_sim9,8,N/A,0.7333333333333333,0.7470018329405603,17.595346927642822
spectf_sim10,4,N/A,0.7047619047619048,0.7189319163321763,9.5504789352417
vehicle_sim1,8,N/A,0.6653543307086615,0.6542406901783393,6.306966781616211
vehicle_sim2,16,N/A,0.6496062992125984,0.6449040238625705,8.785847902297974
vehicle_sim3,16,N/A,0.6456692913385826,0.6369459740478335,9.13819932937622
vehicle_sim4,16,N/A,0.6259842519685039,0.62033331608046,9.48523473739624
vehicle_sim5,16,N/A,0.6299212598425197,0.6258548783764234,10.220797300338745
vehicle_sim6,16,N/A,0.6220472440944882,0.6173470146261403,10.162763833999634
vehicle_sim7,8,N/A,0.6377952755905512,0.6359655137317665,7.773416042327881
vehicle_sim8,8,N/A,0.6692913385826772,0.657846020826022,7.947234630584717
vehicle_sim9,16,N/A,0.6732283464566929,0.6698880132243531,11.485548496246338
vehicle_sim10,16,N/A,0.6535433070866141,0.6430921717623131,11.775461196899414
wine_recognition_sim1,8,N/A,0.9074074074074074,0.9062950339122267,6.792222738265991
wine_recognition_sim2,8,N/A,0.9074074074074074,0.9046510625457995,7.063143491744995
wine_recognition_sim3,8,N/A,0.9259259259259259,0.9241593567251462,7.361128330230713
wine_recognition_sim4,16,N/A,0.9074074074074074,0.905754312004312,8.844727993011475
wine_recognition_sim5,16,N/A,0.9629629629629629,0.9625859730698442,9.108449697494507
wine_recognition_sim6,16,N/A,0.9074074074074074,0.9051535406374116,9.365886449813843
wine_recognition_sim7,16,N/A,0.9444444444444444,0.9440179382039848,9.607699632644653
wine_recognition_sim8,16,N/A,0.9259259259259259,0.9250487329434698,9.78539776802063
wine_recognition_sim9,16,N/A,0.8888888888888888,0.8875427151289221,9.992734432220459
wine_recognition_sim10,16,N/A,0.9629629629629629,0.9630116959064327,10.223600387573242
